Title,genre,director,publication date,publisher
School of Life,comedy-drama,William Dear,2005-02-19,
Guest Wife,romantic comedy,Sam Wood,1945-01-01,
Ivan Král,alternative rock,,,
Earl Hudson,,,,
Rooftops,musical film,Robert Wise,1989-01-01,
Presque rien,LGBT-related film,Sébastien Lifshitz,2000-01-01,
Summer Hours,drama,Olivier Assayas,2008-01-01,
Holy Motors,fantasy film,Leos Carax,2012-01-01,
Edmund Grainger,,,,
Eduardo Makaroff,,,,
Citizen Gangster,crime film,Nathan Morlando,2011-01-01,
Tears of April,war film,Aku Louhimies,2008-08-29,
Strange Gardens,drama,Jean Becker,2003-01-01,
Eject,zombie film,Jean-Marc Vincent,2010-01-01,
El Bonaerense,crime film,Pablo Trapero,2002-01-01,
Paws,children's film,Karl Zwicky,1997-01-01,
El cielo abierto,romantic comedy,Miguel Albaladejo,2001-02-02,
Wilby Wonderful,LGBT-related film,Daniel MacIvor,2004-01-01,
Elda Ferri,,,,
Elektra Luxx,comedy film,Sebastian Gutierrez,2010-01-01,
Els Nens Salvatges,drama,Patricia Ferreira,2012-04-25,
Kiss the Bride,romantic comedy,Vanessa Parise,2002-01-01,
The Only Living Boy in New York,drama,Marc Webb,2017-08-11,
Pottersville,Christmas film,Seth Henrikson,2017-11-10,
Empire State,crime film,Dito Montiel,2013-01-01,
In the Army Now,war film,Daniel Petrie,1994-01-01,
Singing Behind Screens,biographical film,Ermanno Olmi,2003-01-01,
En la cama,drama,Matías Bize,2005-01-01,
Turning Tide,adventure film,Christophe Offenstein,2013-01-01,
Circumstance,LGBT-related film,Maryam Keshavarz,2011-01-01,
Iris in Bloom,drama,Valérie Mréjen,2011-01-01,
Orgy of the Dead,erotic film,Stephen C. Apostolof,1965-01-01,
Childhoods,biographical film,Yann Le Gal,2007-01-01,
Bastard Brood,comedy film,Tonie Marshall,1996-04-03,
English Vinglish,comedy-drama,Gauri Shinde,2012-01-01,
Break of Dawn,buddy film,Alexandre Arcady,2002-01-01,
Private Confessions,drama,Liv Ullmann,1996-01-01,
Enzo Masetti,,,,
Wreck-Gar,,,,
George Fernandes,,,,
Erkan Oğur,,,,
White Mischief,crime film,Michael Radford,1987-01-01,
Bank Error in Your Favour,comedy film,Gérard Bitton,2009-01-01,
Espace Détente,comedy film,Yvan Le Bolloc'h,2005-01-01,
Operation Red Sea,war film,Dante Lam,2018-02-16,
Next Stop Wonderland,romantic comedy,Brad Anderson,1998-01-01,
The Day I Saw Your Heart,comedy-drama,Jennifer Devoldère,2011-01-01,
Eternal,horror film,,2004-01-01,
The Guernsey Literary and Potato Peel Pie Society,historical novel,,,
The Catcher Was a Spy,biographical film,Ben Lewin,2018-01-19,
Ophelia,,,,
Entebbe,crime film,José Padilha,2018-03-16,
Kaatru Veliyidai,soundtrack,,,
King Charles III,drama,,,
Europa Report,science fiction film,Sebastián Cordero,2013-06-15,
Colette,,,,
See You Again,,,2015-04-06,
John Larkin,,,,
Harriet,historical film,Kasi Lemmons,2019-11-01,
Spider-Man: Homecoming,science fiction film,Jon Watts,2017-06-28,
Upgrade,crime film,Claudio Cupellini,2010-01-01,
Arrhythmia,drama,Boris Khlebnikov,2018-04-19,
Blame,teen drama,Quinn Shephard,,
Out of the Furnace,prison film,Scott Cooper,2013-01-01,
The Counselor,crime film,Ridley Scott,2013-01-01,
Evil Bong,comedy horror,Charles Band,2006-01-01,
Sogni d'oro,comedy film,Nanni Moretti,1981-01-01,
ExTerminators,comedy film,,2009-01-01,
Excision,comedy horror,,2012-01-01,
Exiled,crime film,Johnnie To,2006-01-01,
Exists,horror film,Eduardo Sánchez,2014-03-07,
Love Is a Many Strangled Thing,,,2011-03-27,
Tears of the Black Tiger,Western film,Wisit Sasanatieng,2000-01-01,
Winter Passing,comedy-drama,Adam Rapp,2005-01-01,
Silent Summer,drama,Nana Neul,2013-06-30,
Susie Diamond,,,,
The Light of the Moon,independent film,Jessica M. Thompson,2017-11-01,
Facing the Enemy,thriller film,Robert Malenfant,2001-01-01,
Naa Peru Surya,action film,Vakkantham Vamsi,2018-04-27,
Jaya Janaki Nayaka,action film,Boyapati Srinu,2017-08-11,
Fais-moi plaisir!,comedy film,Emmanuel Mouret,2009-01-01,
Changeland,comedy-drama,Seth Green,2019-06-07,
Hack!,horror film,Matt Flynn,2007-01-01,
Viva Riva!,crime film,Djo Tunda Wa Munga,2010-01-01,
Holding Trevor,LGBT-related film,Rosser Goodman,2007-01-01,
Fascination,thriller film,Klaus Menzel,2004-01-01,
Fast,romantic comedy,Dante Desarthe,1995-01-01,
"Fast, Cheap & Out of Control",documentary film,Errol Morris,1997-01-01,
Den of Lions,thriller film,James Bruce,2003-01-01,
Fast Food Fast Women,romantic comedy,Amos Kollek,2000-01-01,
Fatal,comedy film,Michaël Youn,2010-01-01,
Faust: Love of the Damned,splatter film,Brian Yuzna,2001-01-01,
The Damnation of Faust,silent film,Georges Méliès,1903-01-01,
Meek's Cutoff,Western film,Kelly Reichardt,2010-01-01,
Zindagi Na Milegi Dobara,buddy film,Zoya Akhtar,2011-07-15,
Ben Weinman,heavy metal,,,
Fellini: I'm a Born Liar,documentary film,Damian Pettigrew,2002-01-01,
Felony,crime film,Matthew Saville,2013-01-01,
Until They Sail,drama,Robert Wise,1957-01-01,
Khelein Hum Jee Jaan Sey,action film,Ashutosh Gowariker,2010-01-01,
Tanya Robertson,,,,
Siberia,,,,
Pad Man,comedy film,R. Balki,2018-02-09,
Mel Leven,,,,
Festival,comedy film,Annie Griffin,2005-01-01,
Festival in Cannes,comedy film,Henry Jaglom,2001-01-01,
Mothers,drama,Milcho Manchevski,2010-01-01,
Fievel Mousekewitz,,,,
Walesa. Man of Hope,biographical film,Andrzej Wajda,2013-09-05,
Neds,coming-of-age story,Peter Mullan,2010-01-01,
Zapped!,comic science fiction,,1982-01-01,
Sole Sisters,crime film,Pierre Jolivet,2003-01-01,
Lovelace,biographical film,Jeffrey Friedman,2013-01-22,
The Legend of Mor'du,fantasy,Brian Larsen,2012-01-01,
Le courage d'aimer,comedy-drama,Claude Lelouch,2005-01-01,
Lea,drama,Ivan Fíla,1996-10-24,
Fiorenzo Carpi,,,,
Gauguin,biographical film,Edouard Deluc,2017-11-02,
Flowers of Evil,drama,David Dusa,2012-01-01,
Flirting with Forty,romantic comedy,Mikael Salomon,2008-01-01,
La Ch'tite famille,comedy film,Dany Boon,2018-02-28,
Les Tuche 3,comedy film,Olivier Baroux,2018-01-31,
Santa & Cie,comedy film,Alain Chabat,2018-11-29,
Bloody Milk,drama,Hubert Charuel,,
Brillantissime,comedy film,Michèle Laroque,2018-04-26,
Black Tide,thriller,Erick Zonca,2018-07-18,
Some Like It Veiled,romantic comedy,Sou Abadi,2017-12-28,
Acts of Violence,thriller film,Brett Donowho,2018-01-12,
Women in Trouble,comedy film,Sebastian Gutierrez,2009-01-01,
Lords of Chaos,thriller film,Jonas Åkerlund,2018-01-23,
Forrest Gump,romantic comedy,Robert Zemeckis,1994-06-23,
The Bling Ring,crime film,Sofia Coppola,2013-05-16,
Only the Valiant,Western film,Gordon Douglas,1951-01-01,
Wildwitch,film based on a novel,Kaspar Munk,2018-10-11,
Forty Shades of Blue,drama,Ira Sachs,2005-01-01,
Abdelhafid Boussouf,,,,
It Had To Be You,comedy film,Steven Feder,2000-01-01,
Baby Geniuses,science fiction film,Bob Clark,1999-01-01,
Fragile(s),comedy-drama,Martin Valente,2007-01-01,
France Shop,comedy-drama,Tonie Marshall,2003-03-08,
Francis Lemarque,,,,
Franco Mannino,,,,
Xenia Onatopp,,,,
Frankie Machine,,,,
K-20: Legend of the Mask,action film,Shimako Satō,2008-01-01,
François-Eudes Chanfrault,,,,
14 Blades,action film,Daniel Lee,2010-01-01,
The Legend of Suriyothai,biographical film,Chatrichalerm Yugala,2001-01-01,
And Then I Go,drama,Vincent Grashaw,2017-06-16,
Free Samples,comedy film,Jay Gammill,2012-01-01,
Royal Tramp,comedy film,Gordon Chan,1992-01-01,
Until September,drama,Richard Marquand,1984-01-01,
Jonny Frost,,,,
Kamen Rider: The Next,tokusatsu,Ryūta Tasaki,2007-01-01,
Tyrone Smith,,,,
Pola X,film based on literature,Leos Carax,1999-01-01,
From the Rough,sport film,,2011-01-01,
Let Yourself Go,comedy film,Francesco Amato,2017-08-04,
About Love 2,comedy film,Pavel Ruminov,2017-09-01,
Noi credevamo,drama,Mario Martone,2010-01-01,
Alien: Covenant - Prologue: The Crossing,science fiction film,Ridley Scott,,
The Thing,film based on literature,John Carpenter,1982-01-01,
A Little Something for Your Birthday,comedy film,,2017-05-03,
Milt Franklyn,film score,,,
Metrópolis,culture,,,
Steven Hiller,,,,
African Cats,documentary film,Alastair Fothergill,2011-04-21,
Matrubhoomi,dystopian film,Manish Jha,2003-01-01,
Gabriel Arias-Salgado,,,,
The Lovers and The Despot,documentary film,Robert Cannan,2018-06-07,
Galaxis,science fiction film,William Mesa,1995-01-01,
Gangsters,heist film,Olivier Marchal,2002-01-01,
Judgment at Nuremberg,trial film,Stanley Kramer,1961-01-01,
Undercover in Paris,crime film,Nicolas Boukhrief,2010-01-01,
Charles Ives,,,,
From the Edge of the City,LGBT-related film,Konstantinos Giannaris,1998-01-01,
Garçon stupide,comedy-drama,Lionel Baier,2004-01-01,
Paradise Found,biographical film,Mario Andreacchio,2003-01-01,
Shower,comedy-drama,Zhang Yang,1999-01-01,
Gebo and the Shadow,drama,Manoel de Oliveira,2012-09-05,
Good Girl,comedy film,Sophie Fillières,2005-01-01,
Lady of Burlesque,crime film,William A. Wellman,1943-01-01,
Curtis Mayfield,soul music,,,
Madame Satã,crime film,Karim Aïnouz,2002-01-01,
Gerald Casale,alternative rock,,,
Azuloscurocasinegro,prison film,Daniel Sánchez Arévalo,2006-03-31,
Gett Off Video Collection,,,1991-01-01,
Ghilli,action film,Dharani Director,2004-01-01,
Ghédalia Tazartès,,,,
Giannis Aggelakas,,,,
Gigantic,rockumentary,A. J. Schnack,2002-01-01,
Home Room,drama,Paul F. Ryan,2002-01-01,
Gilda,thriller film,Charles Vidor,1946-02-14,
Gilles Grégoire,,,,
The First Power,horror film,,1990-01-01,
Tristan & Isolde,war film,Kevin Reynolds,2006-01-01,
Rudy,,,,
Girl Most Likely,comedy film,Robert Pulcini,2012-01-01,
Stage Door Canteen,musical film,Frank Borzage,1943-01-01,
Star Boys,drama,Visa Koiso-Kanttila,2017-02-01,
William Walton,,,,
Julien Donkey-Boy,drama,Harmony Korine,1999-01-01,
Go Fast,crime film,Olivier Van Hoofstadt,2008-01-01,
Golden Dreams,drama,Agnieszka Holland,2001-01-01,
Farewell,spy film,Christian Carion,2009-01-01,
"Gomez & Tavarès, la suite",comedy film,Gilles Paquet-Brenner,2007-01-01,
Summer Rental,romantic comedy,Carl Reiner,1985-01-01,
Milhouse Doesn't Live Here Anymore,,,2004-02-15,
Good Neighbors,comedy-drama,Jacob Tierney,2010-01-01,
"Goodbye, Dragon Inn",comedy-drama,Tsai Ming-liang,2003-01-01,
Goodbye Solo,drama,Ramin Bahrani,2008-01-01,
Indian,action film,Shankar,1996-01-01,
Yoshiki,Western classical music,,,
Grabbers,science fiction film,Jon Wright,2012-01-01,
Grace,,,,
Mark Hart,rock music,,,
Grand Piano,thriller film,Eugenio Mira,2013-09-20,
Gray Frederickson,,,,
Green Tea,drama,Zhang Yuan,2003-01-01,
John Davis,,,,
Grindor,,,,
The World Is Big and Salvation Lurks Around the Corner,film based on literature,Stephan Komandarev,2008-01-01,
Rampant,zombie film,Kim Sung-hoon,2018-10-25,
Groupie,thriller film,Mark L. Lester,2009-01-01,
Grudge Match,comedy film,Peter Segal,2013-01-01,
Poseta maloj planeti,comedy,,,
Rekvijem za teškaša,drama,,1974-12-07,
Guca!,musical film,Dušan Milić,2006-01-01,
Guernsey,,,,
The Wild Pear Tree,drama,Nuri Bilge Ceylan,2018-06-01,
Ayla: The Daughter of War,war film,Can Ulkay,2017-10-27,
Damien Rice,folk music,,,
The 15:17 to Paris,crime film,Clint Eastwood,2018-03-15,
Wings of Courage,adventure film,Jean-Jacques Annaud,1996-01-01,
Guilty as Charged,horror film,Sam Irvin,1991-01-01,
Daydream Hotel,fantasy film,Tony Perri,2017-01-17,
37,drama,Puk Grasten,2016-11-17,
The Seventh Victim,LGBT-related film,Mark Robson,1943-01-01,
Queens of Langkasuka,pirate film,Nonzee Nimibutr,2008-08-12,
Wilson Pickett,soul music,,,
John Charles,,,,
Hitler in Hollywood,drama,Frédéric Sojcher,2011-01-01,
RiP!: A Remix Manifesto,documentary film,Brett Gaylor,2008-11-20,
The Legend Is Born – Ip Man,biographical film,Herman Yau,2010-01-01,
Habermann,war film,Juraj Herz,2010-11-25,
Hadewijch,drama,Bruno Dumont,2009-01-01,
Hammer of the Gods,adventure film,Farren Blackburn,2013-01-01,
Hands of Stone,biographical film,Jonathan Jakubowicz,2017-11-30,
68 Kill,crime film,Trent Haaga,2018-01-18,
Fast & Furious 10,action film,Justin Lin,,
Happy New Year,romantic comedy,John G. Avildsen,1987-01-01,
Per Gessle,pop music,,,
"Harvey Mason, Jr.",pop music,,,
November,,,,
Here's the Deal,comedy film,Alejandro Marzoa,2013-06-14,
Heart of the Beholder,drama,Ken Tipton,2005-01-01,
Heights,drama,Chris Terrio,2005-01-01,
"Tuesday, After Christmas",drama,Radu Muntean,2010-01-01,
Trevor Horn,rock music,,,
Stonehenge Apocalypse,disaster film,Paul Ziller,2010-01-01,
Joseph Kosuth,,,,
R. V. Pandit,,,,
Erich Wolfgang Korngold,,,,
Herman Stein,,,,
Hervé Joseph Lebrun,,,,
Sidney Bechet,jazz,,,
Hideaways,fantasy film,Agnès Merlet,2011-01-01,
Hierro,fantasy film,Gabe Ibáñez,2009-01-01,
Raavan,action film,Mani Ratnam,2010-01-01,
Everything Is Illuminated,,,2002-04-16,
The Golden Fish,,Edmond Séchan,1959-10-12,
The White Angel,drama,Mahsun Kırmızıgül,2007-01-01,
The Story of Three Loves,fantasy film,Gottfried Reinhardt,1953-01-01,
Kazaam,Avogadro constant,Paul Michael Glaser,1996-01-01,
Anonymous,drama,Roland Emmerich,2011-09-11,
Hochelaga,crime film,Michel Jetté,2000-01-01,
The Great St. Louis Bank Robbery,heist film,Charles Guggenheim,1959-01-01,
Hollywoo,comedy film,Frédéric Berthe,2011-01-01,
Homefront,crime film,Gary Fleder,2013-01-01,
Barting Over,,,2003-02-16,
Rover Dangerfield,romantic comedy,,1991-08-02,
The Hudsucker Proxy,comedy-drama,Coen brothers,1994-01-01,
Honor,,David Worth,2006-01-01,
Hop,children's film,Tim Hill,2011-03-30,
Hors Satan,drama,Bruno Dumont,2011-01-01,
Notre musique,drama,Jean-Luc Godard,2004-01-01,
Karzzzz,drama,Satish Kaushik,2008-01-01,
House of Good and Evil,psychological horror,,2013-01-01,
Humains,horror film,,2009-01-01,
The Inheritance,drama,Per Fly,2003-02-21,
Héroïnes,drama,Gérard Krawczyk,1997-01-01,
The Way to Mandalay,drama,Ole Bornedal,2018-03-08,
Hotel Normandy,romantic comedy,Charles Nemes,2013-01-01,
Holiday,drama,Isabella Eklöf,2018-01-21,
I'm in Love with a Church Girl,drama,Steve Race,2013-10-18,
I Am Trying to Break Your Heart: A Film About Wilco,documentary film,Sam Jones,2002-01-01,
I Think I Do,romantic comedy,Brian Sloan,1997-01-01,
I Vicerè,drama,Roberto Faenza,2007-01-01,
Il Futuro,film based on literature,Alicia Scherson,2013-01-01,
The Stone Merchant,drama,Renzo Martinelli,2006-01-01,
Never Say... Never!,comedy film,Éric Civanyan,2005-01-01,
The Perfume of the Lady in Black,horror film,Francesco Barilli,1974-03-29,
Bacon on the Side,comedy film,Anne Depétrini,2010-01-01,
Illegal Love,documentary film,,2011-01-01,
Pandorum,science fiction film,Christian Alvart,2009-01-01,
V. Anand Prasad,,,,
In Your Eyes,romantic comedy,Brin Hill,2014-01-01,
In extremis,drama,Étienne Faure,2000-01-01,
In the Blood,action film,John Stockwell,2014-04-04,
Incognito,crime film,John Badham,1998-01-01,
Samsara,adventure film,Pan Nalin,2001-01-01,
Winter Brothers,drama,Hlynur Pálmason,2017-12-07,
Inju: The Beast in the Shadow,film based on literature,Barbet Schroeder,2008-01-01,
Chasing Sleep,horror film,Michael Walker,2000-01-01,
Beyond Suspicion,thriller film,Gabriel Le Bomin,2010-01-01,
Luigi Ceccarelli,,,,
Interior. Leather Bar.,documentary film,Travis Mathews,2013-01-19,
Schultze Gets the Blues,musical film,Michael Schorr,2003-09-02,
Invader,,,,
Assassination Games,action film,Ernie Barbarash,2011-01-01,
Iron Man 2 (score),,,2010-01-01,
Ishaqzaade,action film,Habib Faisal,2012-01-01,
Isolation,horror film,Billy O'Brien,2005-01-01,
It's a Dream,,Tsai Ming-liang,,
Four Christmases,romantic comedy,Seth Gordon,2008-01-01,
Julius Caesar,,,,
Alex Turner,,,,
J'ai faim !!!,comedy film,Florence Quentin,2001-01-01,
J'ai oublié de te dire,drama,Laurent Vinas-Raymond,2010-01-01,
18 Years Old and Rising,comedy film,Frédéric Louf,2011-01-01,
Maddened by His Absence,drama,Sandrine Bonnaire,2012-05-21,
Single White Female 2: The Psycho,thriller film,Keith Samples,2005-01-01,
Jaanwar,action film,Suneel Darshan,1999-01-01,
Jack Carver,,,,
Jackass 3.5,,Jeff Tremaine,2011-01-01,
Jack Rafferty,,,,
"Boo, Zino & the Snurks",animated film,Holger Tappe,2004-01-01,
Deception,erotic thriller,Marcel Langenegger,2008-01-01,
Old Surehand,Western film,Alfred Vohrer,1965-01-01,
Java Heat,action film,Conor Allyn,2013-04-11,
Jax-Ur,,,,
Daniel Bell,,,,
Je crois que je l'aime,comedy film,Pierre Jolivet,2007-01-01,
My Name is Bernadette,drama,Jean Sagols,2011-11-30,
Je préfère qu'on reste amis,comedy film,Olivier Nakache,2005-01-01,
I'm Staying!,comedy film,Diane Kurys,2003-01-01,
Je te mangerais,LGBT-related film,Sophie Laloy,2009-01-01,
Amon Tobin,,,,
Jean-Louis Roques,,,,
Raynald of Châtillon,,,,
Jean-Philippe,comedy film,Laurent Tuel,2006-01-01,
Jean-Pierre Dusséaux,,,,
Jean-Pierre Putters,,,,
Dimitri Tiomkin,film score,,,
The Charmer,drama,Milad Alami,2018-05-17,
Jelly Roll Morton,jazz,,,
John Tavener,,,,
Warriors of Heaven and Earth,adventure film,He Ping,2003-01-01,
A Horrible Woman,drama,Christian Tafdrup,2017-12-25,
Jean Thuillier,,,,
Nina's Heavenly Delights,romantic comedy,Pratibha Parmar,2006-09-28,
Voight-Kampff machine,,,,
Moon Man,science fiction film,Stephan Schesch,2012-01-01,
The Silence of Joan,drama,Philippe Ramos,2011-05-13,
Jed Kurzel,,,,
Jeff Bowler,,,,
Abdullah Ibrahim,jazz,,,
Jensen Ames,,,,
Jerry Bresler,,,,
La Pyramide Inversée,,,,
Jet Set,comedy film,Fabien Onteniente,2000-01-01,
The Boys of Bummer,,,2007-04-29,
Emil and the Detectives,comedy film,Franziska Buch,2001-01-01,
Summer Games,drama,Rolando Colla,2011-01-01,
A Haunted House,slapstick,Michael Tiddes,2013-01-01,
Holy Rollers,crime film,Kevin Asch,2010-01-01,
Circuitry Man,science fiction film,Steven Lovy,1990-01-01,
Streets of Blood,action film,Charles Winkler,2009-01-01,
Jiminy Glick in Lalawood,LGBT-related film,Vadim Jean,2004-09-18,
A Few Days in September,drama,Santiago Amigorena,2006-09-01,
The Company Men,drama,John Wells,2010-01-01,
Jimmy P: Psychotherapy of a Plains Indian,drama,Arnaud Desplechin,2013-05-18,
Jimmy Rivière,drama,Teddy Lussi-Modeste,2011-01-01,
Jin Ke,,,,
The Wounds,coming-of-age story,Srđan Dragojević,1998-05-15,
Every Girl Should Be Married,romantic comedy,Don Hartman,1948-01-01,
Jock the Hero Dog,comedy film,,2011-07-29,
Joe + Belle,romantic comedy,Veronica Kedar,2011-01-01,
Twilight's Last Gleaming,film based on a novel,Robert Aldrich,1977-01-01,
Joe Raposo,jazz,,,
Johann Kraus,,,,
Hell and High Water,action film,Samuel Fuller,1954-01-01,
John Beal,,,,
Abraham Laboriel,jazz,,,
Foster Child,children's film,Brillante Mendoza,2007-01-01,
Nayagan,crime film,Mani Ratnam,1987-01-01,
Johns,LGBT-related film,Scott Silver,1996-01-01,
Switch,crime film,Blake Edwards,1991-01-01,
Josephine Wiggs,alternative rock,,,
Gone Fishing,drama,Carlos Sorín,2012-01-01,
Poverty and Other Delights,drama,Denys Arcand,1996-01-01,
Judy Havelock,,,,
Henri Dutilleux,,,,
About Endlessness,drama,Roy Andersson,2019-11-15,
Jusqu'à toi,comedy film,Jennifer Devoldère,2009-01-01,
Sleeping Dogs Lie,romantic comedy,Bobcat Goldthwait,2006-01-01,
Herb Geller,jazz,,,
Jérôme Leroy,Western classical music,,,
Grizzly Falls,drama,Stewart Raffill,1999-01-01,
Absolute Beginners,musical film,Julien Temple,1986-04-18,
That Man from Rio,crime film,Jean-Paul Rappeneau,1964-01-01,
Across the Pacific,war film,John Huston,1942-01-01,
